filename,Nose_x,Nose_y,Nose_z,Left Eye Inner_x,Left Eye Inner_y,Left Eye Inner_z,Left Eye_x,Left Eye_y,Left Eye_z,Left Eye Outer_x,Left Eye Outer_y,Left Eye Outer_z,Right Eye Inner_x,Right Eye Inner_y,Right Eye Inner_z,Right Eye_x,Right Eye_y,Right Eye_z,Right Eye Outer_x,Right Eye Outer_y,Right Eye Outer_z,Left Ear_x,Left Ear_y,Left Ear_z,Right Ear_x,Right Ear_y,Right Ear_z,Mouth Left_x,Mouth Left_y,Mouth Left_z,Mouth Right_x,Mouth Right_y,Mouth Right_z,Left Shoulder_x,Left Shoulder_y,Left Shoulder_z,Right Shoulder_x,Right Shoulder_y,Right Shoulder_z,Left Elbow_x,Left Elbow_y,Left Elbow_z,Right Elbow_x,Right Elbow_y,Right Elbow_z,Left Wrist_x,Left Wrist_y,Left Wrist_z,Right Wrist_x,Right Wrist_y,Right Wrist_z,Left Pinky_x,Left Pinky_y,Left Pinky_z,Right Pinky_x,Right Pinky_y,Right Pinky_z,Left Index_x,Left Index_y,Left Index_z,Right Index_x,Right Index_y,Right Index_z,Left Thumb_x,Left Thumb_y,Left Thumb_z,Right Thumb_x,Right Thumb_y,Right Thumb_z,Left Hip_x,Left Hip_y,Left Hip_z,Right Hip_x,Right Hip_y,Right Hip_z,Left Knee_x,Left Knee_y,Left Knee_z,Right Knee_x,Right Knee_y,Right Knee_z,Left Ankle_x,Left Ankle_y,Left Ankle_z,Right Ankle_x,Right Ankle_y,Right Ankle_z,Left Heel_x,Left Heel_y,Left Heel_z,Right Heel_x,Right Heel_y,Right Heel_z,Left Foot Index_x,Left Foot Index_y,Left Foot Index_z,Right Foot Index_x,Right Foot Index_y,Right Foot Index_z
pos2_infer,0.03360410034656525,-0.62736976146698,-0.03504854813218117,0.03621421009302139,-0.6636248230934143,-0.013415759429335594,0.03660235181450844,-0.6638639569282532,-0.012960175052285194,0.03647080808877945,-0.6643056273460388,-0.012944301590323448,0.009083878248929977,-0.6650995016098022,-0.02943240851163864,0.00968526303768158,-0.665953516960144,-0.030061695724725723,0.00928138755261898,-0.6670845150947571,-0.029697785153985023,0.02379414066672325,-0.6480845212936401,0.11179566383361816,-0.10082213580608368,-0.6579153537750244,0.02566632814705372,0.02863278239965439,-0.6015433669090271,0.011845774948596954,-0.007619049400091171,-0.6033223271369934,-0.012270568870007992,0.06681797653436661,-0.4639606177806854,0.20905548334121704,-0.17090760171413422,-0.491474449634552,-0.011366520076990128,0.06335237622261047,-0.26112163066864014,0.19177886843681335,-0.11811430007219315,-0.28225240111351013,-0.09040360152721405,0.1342637687921524,-0.20159085094928741,0.018137061968445778,0.059987377375364304,-0.29455646872520447,-0.1285294145345688,0.14483925700187683,-0.16640906035900116,-0.020168138667941093,0.10764099657535553,-0.28310373425483704,-0.15452222526073456,0.143941730260849,-0.18596817553043365,-0.039110492914915085,0.1075059249997139,-0.31860631704330444,-0.15258079767227173,0.1325652301311493,-0.2036803513765335,0.002822042442858219,0.07167535275220871,-0.3062426745891571,-0.12847748398780823,0.0924631655216217,0.009637642651796341,0.0665220096707344,-0.09264200925827026,-0.010244092904031277,-0.06517879664897919,0.07020869851112366,0.43054085969924927,-0.010611768811941147,-0.08764155209064484,0.39442557096481323,-0.09158133715391159,0.012089688330888748,0.7773544788360596,0.08800029754638672,-0.1052168607711792,0.7625051140785217,0.007716181222349405,0.009835345670580864,0.8207273483276367,0.08991912752389908,-0.1081198900938034,0.8099586963653564,0.012853954918682575,0.055532798171043396,0.8870612382888794,-0.005947209894657135,-0.056873589754104614,0.8782676458358765,-0.10741996020078659
pos2_infer,0.03197294473648071,-0.6140416860580444,-0.03180631622672081,0.036765336990356445,-0.6501909494400024,-0.010680142790079117,0.03706033155322075,-0.6503094434738159,-0.010112106800079346,0.03691383823752403,-0.6508587002754211,-0.010187024250626564,0.009643027558922768,-0.6523994207382202,-0.027761634439229965,0.010235332883894444,-0.6533358097076416,-0.028341462835669518,0.009777645580470562,-0.6544593572616577,-0.028017865493893623,0.023914026096463203,-0.6380674242973328,0.11473274230957031,-0.1006002277135849,-0.6510596871376038,0.022067369893193245,0.025299105793237686,-0.58951336145401,0.015484552830457687,-0.010962357744574547,-0.5926883816719055,-0.010679700411856174,0.04129621013998985,-0.4526059031486511,0.22220149636268616,-0.15177471935749054,-0.49613332748413086,-0.02088768035173416,0.009348878636956215,-0.23329615592956543,0.26487088203430176,-0.11104489862918854,-0.26327577233314514,-0.0653042197227478,0.06540532410144806,-0.12020640075206757,0.1836661845445633,0.05886058881878853,-0.2114364057779312,-0.07751531153917313,0.07102326303720474,-0.06037001311779022,0.1580255627632141,0.10022071748971939,-0.18118031322956085,-0.09299224615097046,0.06898996233940125,-0.07390529662370682,0.13900893926620483,0.10827860236167908,-0.20295585691928864,-0.09300749748945236,0.06176961213350296,-0.1156231015920639,0.16993935406208038,0.07185835391283035,-0.21406906843185425,-0.07610640674829483,0.08427835255861282,0.015328806824982166,0.0728219747543335,-0.0843779593706131,-0.015852270647883415,-0.0713619813323021,0.07122626155614853,0.431674987077713,0.0012278275098651648,-0.07767023891210556,0.39244428277015686,-0.09633170068264008,0.01307695358991623,0.7700104713439941,0.11271060258150101,-0.1041213870048523,0.7557814717292786,0.0005512773059308529,0.009412217885255814,0.8127292394638062,0.11637040972709656,-0.10915353149175644,0.8029574155807495,0.006609815172851086,0.04731591418385506,0.889657199382782,0.025085963308811188,-0.05697217583656311,0.8763687610626221,-0.11028677225112915
pos2_infer,0.04690266028046608,-0.6166926026344299,-0.048011600971221924,0.05032337084412575,-0.6524999737739563,-0.028472986072301865,0.05063104256987572,-0.652654767036438,-0.027867581695318222,0.050530899316072464,-0.6532103419303894,-0.027900725603103638,0.022804737091064453,-0.6535813212394714,-0.04486554116010666,0.023362815380096436,-0.654484212398529,-0.045481737703084946,0.022981734946370125,-0.6555715799331665,-0.04514966160058975,0.03858914598822594,-0.6399376392364502,0.09406626224517822,-0.08489181101322174,-0.6498494148254395,0.004128716886043549,0.041148312389850616,-0.5921266674995422,-0.0014316514134407043,0.005122171714901924,-0.5942785143852234,-0.02643166482448578,0.060299161821603775,-0.4515727758407593,0.1999061554670334,-0.13119089603424072,-0.49131134152412415,-0.023999221622943878,0.031189337372779846,-0.2170625925064087,0.23712854087352753,-0.10430719703435898,-0.25123536586761475,-0.07872138917446136,0.07403604686260223,-0.0534958578646183,0.1575118899345398,0.000712269451469183,-0.1520502120256424,-0.1374826431274414,0.0782431960105896,0.015400324016809464,0.13662317395210266,0.024504832923412323,-0.10998517274856567,-0.16155394911766052,0.07501460611820221,0.013877792283892632,0.11244890093803406,0.035021111369132996,-0.11785018444061279,-0.16113826632499695,0.06884267181158066,-0.04243611544370651,0.1426309198141098,0.012173350900411606,-0.14648126065731049,-0.13811951875686646,0.08196292817592621,0.010540655814111233,0.07002739608287811,-0.08181682974100113,-0.010947393253445625,-0.06859986484050751,0.0804382786154747,0.4144574701786041,0.010056499391794205,-0.04857607185840607,0.39748552441596985,-0.10034316033124924,0.014043651521205902,0.7762266993522644,0.08348394185304642,-0.0740567147731781,0.7687056064605713,-0.03554340451955795,0.009880565106868744,0.8208834528923035,0.0831710547208786,-0.07938053458929062,0.8153266906738281,-0.03371410071849823,0.05265650898218155,0.8980827927589417,-0.010422825813293457,-0.03808842599391937,0.8877362012863159,-0.14938819408416748
pos2_infer,0.04835471883416176,-0.5978291630744934,-0.15007036924362183,0.0528312548995018,-0.6348565816879272,-0.13072684407234192,0.05319251865148544,-0.6350923776626587,-0.13002070784568787,0.05309532582759857,-0.635789155960083,-0.13005568087100983,0.022930709645152092,-0.6341525316238403,-0.14453639090061188,0.023504484444856644,-0.6350014805793762,-0.1452447772026062,0.023360442370176315,-0.6362370252609253,-0.14453615248203278,0.054952725768089294,-0.6338711380958557,-0.004359722137451172,-0.07697877287864685,-0.6356266736984253,-0.0828046128153801,0.04885171353816986,-0.5783973336219788,-0.10177136212587357,0.009889126755297184,-0.5782030820846558,-0.12302525341510773,0.09079267829656601,-0.44825342297554016,0.13153652846813202,-0.11316370964050293,-0.47166702151298523,-0.12215736508369446,0.0876706913113594,-0.20138394832611084,0.18887098133563995,-0.0870451033115387,-0.20478509366512299,-0.17169521749019623,0.13684618473052979,-0.0038960371166467667,0.13012972474098206,0.008968674577772617,-0.03249206021428108,-0.22772490978240967,0.1400010585784912,0.07117210328578949,0.11400926113128662,0.025641940534114838,0.03133510425686836,-0.26197224855422974,0.13050776720046997,0.07687421888113022,0.08100427687168121,0.05320077762007713,0.03165591135621071,-0.255555123090744,0.12979884445667267,0.011389361694455147,0.11438234150409698,0.026009995490312576,-0.018747838214039803,-0.2271508425474167,0.08348053693771362,0.012206552550196648,0.07779613882303238,-0.08336815983057022,-0.012579556554555893,-0.07638972997665405,0.08168859779834747,0.4207204580307007,0.01523982360959053,-0.021314091980457306,0.3996427655220032,-0.1153116449713707,0.02214265987277031,0.7880439162254333,0.09978606551885605,-0.057923272252082825,0.7403281331062317,-0.013205650262534618,0.018940750509500504,0.8336926698684692,0.10006902366876602,-0.06474919617176056,0.7837159037590027,-0.007362311705946922,0.07388079166412354,0.9154478907585144,0.009141609072685242,-0.020668435841798782,0.8776798844337463,-0.11857160180807114
pos2_infer,0.05387874320149422,-0.6339971423149109,-0.20779947936534882,0.053922057151794434,-0.6725094318389893,-0.18556159734725952,0.05426792427897453,-0.6727932691574097,-0.18470913171768188,0.05419325456023216,-0.6734890937805176,-0.18483982980251312,0.02252180688083172,-0.6685301065444946,-0.2009274661540985,0.0231764018535614,-0.6695250868797302,-0.20142927765846252,0.02308819442987442,-0.6708033680915833,-0.20072361826896667,0.05059295892715454,-0.6705153584480286,-0.04976451396942139,-0.08444883674383163,-0.6590880751609802,-0.13383452594280243,0.05459919571876526,-0.6134901642799377,-0.15780584514141083,0.014531878754496574,-0.6093844771385193,-0.17999598383903503,0.0926552265882492,-0.4748600721359253,0.08872558176517487,-0.11430850625038147,-0.49228721857070923,-0.15371790528297424,0.09174242615699768,-0.22638201713562012,0.16099412739276886,-0.1307847797870636,-0.23271094262599945,-0.22057421505451202,0.144628643989563,-0.01007798407226801,0.0869346410036087,-0.0976586565375328,-0.013439564034342766,-0.3389034867286682,0.14823605120182037,0.07281877845525742,0.07372880727052689,-0.09868385642766953,0.06797485053539276,-0.38174116611480713,0.14460480213165283,0.0832613930106163,0.03358445689082146,-0.067069411277771,0.07879084348678589,-0.3852980434894562,0.1393623799085617,0.009077795781195164,0.06896337121725082,-0.08109701424837112,0.00935419648885727,-0.34420841932296753,0.08173905313014984,0.010835436172783375,0.08179626613855362,-0.0815352201461792,-0.011377776972949505,-0.08020401746034622,0.09599188715219498,0.4196632206439972,0.0322558768093586,-0.02688284032046795,0.39866068959236145,-0.10781960934400558,0.019029652699828148,0.7805289030075073,0.123440220952034,-0.06693849712610245,0.7474457621574402,-0.009169932454824448,0.015896081924438477,0.8250576853752136,0.12285781651735306,-0.0722464844584465,0.7914217114448547,-0.006027066148817539,0.08990274369716644,0.8983665704727173,0.04018605500459671,-0.024478668347001076,0.8816954493522644,-0.11512144654989243
pos2_infer,0.05623357743024826,-0.6349944472312927,-0.25489217042922974,0.05842941999435425,-0.6731830835342407,-0.23060253262519836,0.05873267352581024,-0.6733818650245667,-0.22971822321414948,0.058715131133794785,-0.6740956902503967,-0.2298380732536316,0.025491639971733093,-0.6699608564376831,-0.24484758079051971,0.026088761165738106,-0.6709791421890259,-0.245377779006958,0.02605508454144001,-0.6722081303596497,-0.2446698099374771,0.06165217608213425,-0.6633170247077942,-0.09087058901786804,-0.08074844628572464,-0.6570353507995605,-0.16935837268829346,0.05915059894323349,-0.6109774708747864,-0.20499388873577118,0.017060644924640656,-0.6083772778511047,-0.22558139264583588,0.105447918176651,-0.46642449498176575,0.05112406983971596,-0.11957737803459167,-0.48018503189086914,-0.17481780052185059,0.09804266691207886,-0.2205175757408142,0.1266821324825287,-0.15968181192874908,-0.22165171802043915,-0.18872180581092834,0.15312060713768005,0.005022245924919844,0.03691640496253967,-0.15141937136650085,0.0215240977704525,-0.26756158471107483,0.1613084226846695,0.08749088644981384,0.02120039612054825,-0.1582532525062561,0.10579097270965576,-0.30555710196495056,0.1572416126728058,0.10086643695831299,-0.02149561420083046,-0.12685781717300415,0.1176707074046135,-0.31681859493255615,0.1477726697921753,0.02560032717883587,0.017806965857744217,-0.13596321642398834,0.04574289172887802,-0.27511969208717346,0.08359578996896744,0.00985470600426197,0.07914504408836365,-0.08354254066944122,-0.010448191314935684,-0.07763455808162689,0.11413522809743881,0.4043096601963043,0.02014276757836342,-0.004589543677866459,0.39239931106567383,-0.09611224383115768,0.018679222092032433,0.756274938583374,0.1307039111852646,-0.06050051003694534,0.7267489433288574,0.014561789110302925,0.014769038185477257,0.8000240921974182,0.13153889775276184,-0.0670899748802185,0.7702914476394653,0.017645392566919327,0.09167733788490295,0.8718015551567078,0.044926851987838745,-0.01646752469241619,0.8614306449890137,-0.09423362463712692
pos2_infer,0.06366002559661865,-0.6254335641860962,-0.2901028096675873,0.06845054030418396,-0.6636690497398376,-0.26567935943603516,0.06866900622844696,-0.6638288497924805,-0.26480209827423096,0.06870793551206589,-0.6645145416259766,-0.26502475142478943,0.0338081531226635,-0.6601014137268066,-0.2769347131252289,0.03437058627605438,-0.6611042618751526,-0.2774832546710968,0.03435404226183891,-0.6623443961143494,-0.2767612934112549,0.08550620079040527,-0.6496595144271851,-0.12645938992500305,-0.06560631096363068,-0.6444551944732666,-0.188711017370224,0.07245762646198273,-0.5998647212982178,-0.24086850881576538,0.027993740513920784,-0.5973162055015564,-0.25694987177848816,0.14135363698005676,-0.4494411051273346,0.018588220700621605,-0.11322519183158875,-0.46590638160705566,-0.1774573028087616,0.1293027698993683,-0.19585539400577545,0.09959221631288528,-0.167227640748024,-0.2033744603395462,-0.1516190767288208,0.1917247474193573,0.024943489581346512,0.010966108180582523,-0.20489442348480225,0.030457092449069023,-0.21368785202503204,0.20573362708091736,0.1025574579834938,-0.00559084489941597,-0.2205738127231598,0.10708995163440704,-0.24790580570697784,0.2019895315170288,0.1167161613702774,-0.04981248080730438,-0.19773709774017334,0.11880385875701904,-0.2699958086013794,0.18732771277427673,0.04507826268672943,-0.00845746137201786,-0.194202721118927,0.053686004132032394,-0.22594602406024933,0.08910297602415085,0.010536786168813705,0.07485096156597137,-0.08913297206163406,-0.011137371882796288,-0.07343754917383194,0.15239329636096954,0.3947160542011261,-0.0010205828584730625,0.019210226833820343,0.3849450349807739,-0.10813208669424057,0.042566392570734024,0.7338382601737976,0.122298963367939,-0.044740382581949234,0.7088149189949036,0.01239877101033926,0.03663079813122749,0.7761857509613037,0.12405852973461151,-0.05198613554239273,0.7517033219337463,0.01639394275844097,0.10121560096740723,0.8536536693572998,0.03550674021244049,-0.004361104220151901,0.8472147583961487,-0.09461433440446854
pos2_infer,0.05742563307285309,-0.6167435646057129,-0.31243622303009033,0.06490407884120941,-0.6543329358100891,-0.2875160276889801,0.06511110067367554,-0.6545484066009521,-0.2866595983505249,0.06518808752298355,-0.6551768183708191,-0.28687039017677307,0.02959216572344303,-0.6525599956512451,-0.2979836165904999,0.030109604820609093,-0.6535472273826599,-0.29858025908470154,0.03006555512547493,-0.6548056602478027,-0.2978074550628662,0.08675224334001541,-0.6362422108650208,-0.14811667799949646,-0.0680200457572937,-0.63916015625,-0.20669490098953247,0.06661069393157959,-0.5896827578544617,-0.2634293735027313,0.02120964601635933,-0.5893911123275757,-0.27858397364616394,0.1470242291688919,-0.4350583851337433,-0.013691399246454239,-0.13345082104206085,-0.45942211151123047,-0.17855018377304077,0.1382811814546585,-0.18469223380088806,0.06642583757638931,-0.19166657328605652,-0.20037195086479187,-0.13843922317028046,0.1986893266439438,0.03636937960982323,-0.01990249566733837,-0.24847370386123657,0.026977982372045517,-0.20501767098903656,0.21349690854549408,0.11272592842578888,-0.03635195642709732,-0.26709794998168945,0.09895870834589005,-0.23706212639808655,0.2071770429611206,0.12526677548885345,-0.08059537410736084,-0.2504112720489502,0.10929124057292938,-0.26476752758026123,0.19314996898174286,0.055843524634838104,-0.038817305117845535,-0.24009382724761963,0.048888105899095535,-0.21961072087287903,0.09375106543302536,0.010238466784358025,0.0698573887348175,-0.09376175701618195,-0.010862354189157486,-0.06847630441188812,0.1524132788181305,0.40316271781921387,-0.0060370909050107,0.029602359980344772,0.3900243639945984,-0.12091530859470367,0.044626131653785706,0.7307237386703491,0.1366623193025589,-0.04550827294588089,0.6936317086219788,0.03233890235424042,0.039332516491413116,0.7721524834632874,0.14067861437797546,-0.05485527962446213,0.7348358631134033,0.04011329635977745,0.1045846939086914,0.8495974540710449,0.05602887272834778,-0.017581701278686523,0.838710367679596,-0.06144089251756668
pos2_infer,0.06576423346996307,-0.6187929511070251,-0.31152620911598206,0.0727217048406601,-0.6564098000526428,-0.2867596447467804,0.07294702529907227,-0.6566300988197327,-0.2859252989292145,0.0730060338973999,-0.6572371125221252,-0.2861599028110504,0.03800385445356369,-0.6547641754150391,-0.29802069067955017,0.03852985054254532,-0.6557299494743347,-0.29861369729042053,0.03847227245569229,-0.6569979786872864,-0.29789021611213684,0.09086093306541443,-0.6375259160995483,-0.14857259392738342,-0.06124098598957062,-0.6408442258834839,-0.2106928527355194,0.07340126484632492,-0.591431200504303,-0.26295652985572815,0.028922323137521744,-0.5913213491439819,-0.2791760265827179,0.15026900172233582,-0.4357898533344269,-0.019687362015247345,-0.13398140668869019,-0.45887306332588196,-0.1788734495639801,0.1367150843143463,-0.19046346843242645,0.06100570410490036,-0.19471120834350586,-0.20217040181159973,-0.1356808990240097,0.19234177470207214,0.028564613312482834,-0.026209140196442604,-0.2546232342720032,0.03253006190061569,-0.1992989331483841,0.20556829869747162,0.1051582545042038,-0.04368387162685394,-0.2742297351360321,0.10639024525880814,-0.22919835150241852,0.19975820183753967,0.11633559316396713,-0.08758746087551117,-0.2582620084285736,0.1171446368098259,-0.2583525776863098,0.18682798743247986,0.047374896705150604,-0.04494255781173706,-0.246535524725914,0.05486181750893593,-0.2142590582370758,0.09473313391208649,0.009345445781946182,0.06685959547758102,-0.0947694331407547,-0.009989987127482891,-0.06547142565250397,0.14926424622535706,0.4061141312122345,-0.0015921632293611765,0.024044135585427284,0.39266544580459595,-0.10691256076097488,0.048598866909742355,0.7341696619987488,0.13874638080596924,-0.04328291863203049,0.7089654803276062,0.040106650441884995,0.043715666979551315,0.7754861116409302,0.14255674183368683,-0.051461800932884216,0.7513031959533691,0.04668309912085533,0.10227422416210175,0.8510403037071228,0.05459163337945938,-0.016055475920438766,0.8481714725494385,-0.06029666215181351
pos2_infer,0.06884341686964035,-0.612812876701355,-0.31456926465034485,0.07857826352119446,-0.6499767899513245,-0.2908245325088501,0.07881253212690353,-0.650238037109375,-0.2900199294090271,0.0788981020450592,-0.6508263945579529,-0.2902398109436035,0.04437072575092316,-0.6499126553535461,-0.3009873032569885,0.04488677904009819,-0.6508731245994568,-0.3015706241130829,0.04482142999768257,-0.6521525382995605,-0.300870805978775,0.09961408376693726,-0.6295353174209595,-0.15593594312667847,-0.05100682005286217,-0.6398290395736694,-0.213709756731987,0.0760776698589325,-0.5849112272262573,-0.26708298921585083,0.032039619982242584,-0.5867663025856018,-0.28209835290908813,0.1582808643579483,-0.4245736598968506,-0.032773785293102264,-0.13493923842906952,-0.46178770065307617,-0.17496025562286377,0.1528301239013672,-0.1749366968870163,0.044628243893384933,-0.19129624962806702,-0.20295201241970062,-0.12581877410411835,0.20766791701316833,0.05155419185757637,-0.03849230334162712,-0.2500714659690857,0.030378367751836777,-0.19212600588798523,0.22002317011356354,0.13014869391918182,-0.054905012249946594,-0.26865890622138977,0.10437064617872238,-0.2213137000799179,0.2127452939748764,0.14062289893627167,-0.09853485226631165,-0.25403252243995667,0.11509248614311218,-0.25311869382858276,0.20130698382854462,0.0706155002117157,-0.0566643550992012,-0.24206364154815674,0.052846428006887436,-0.20800620317459106,0.09714601933956146,0.010724402964115143,0.0631658211350441,-0.09714975208044052,-0.011368576437234879,-0.061728499829769135,0.1377934217453003,0.4106111526489258,-0.0023867953568696976,0.016725435853004456,0.3936510682106018,-0.10745931416749954,0.04169899970293045,0.7369938492774963,0.14269456267356873,-0.04916512221097946,0.7047103047370911,0.049079250544309616,0.03736897557973862,0.7785043716430664,0.14698371291160583,-0.057218287140131,0.7467027902603149,0.05636634677648544,0.09490697085857391,0.8535224795341492,0.05732780694961548,-0.021473120898008347,0.841672420501709,-0.05075940862298012
